DateTime,AddedIPs,RemovedIPs
1594700522,4,0
1594701121,0,1
1594704121,0,1
1594704721,1,0
1594705921,5,1
1594707722,1,1
1594708321,1,0
1594710121,2,0
1594710721,1,0
1594711321,0,1
1594712521,0,3
1594714921,0,7
1594716122,1,2
1594717321,1,0
1594717921,2,3
1594719121,0,1
1594720321,0,1
1594720922,0,1
1594722122,1,0
1594723322,1,1
1594724521,2,2
1594725721,1,3
1594726322,0,2
1594726921,0,1
1594727522,0,3
1594728121,0,4
1594728721,6,0
1594729921,5,3
1594730521,2,0
1594731121,1,1
1594731721,1,0
1594732321,5,1
1594732921,5,0
1594733521,1,4
1594734721,0,2
1594736521,3,3
1594737121,5,0
1594737721,3,0
1594738921,2,1
1594739522,6,1
1594740121,2,0
1594740721,3,2
1594741921,2,0
1594743122,1,0
1594743721,9,2
1594744921,0,1
1594745522,1,0
1594746722,4,2
1594747921,2,2
1594748522,3,0
1594749721,6,3
1594750321,2,0
1594751521,0,2
1594752721,5,1
1594753322,2,0
1594753921,1,1
1594754521,0,1
1594755721,7,2
1594756321,2,0
1594757522,10,2
1594758722,6,2
1594759921,30,0
1594761722,7,3
1594762321,1,0
1594762921,2,2
1594764121,3,2
1594766521,1,3
1594767721,1,0
1594768921,1,2
1594769521,0,2
1594770121,3,5
1594771322,0,1
1594771921,1,0
1594772521,2,1
1594773721,2,1
1594774921,1,4
1594776121,2,0
1594776721,0,3
1594777921,0,2
1594778521,2,1
1594779722,4,1
1594780921,1,1
1594782122,2,1
1594783321,1,2
1594784522,0,1
1594785722,0,1
1594788121,0,7
1594789321,1,4
1594790522,4,0
1594791721,2,1
1594794121,1,2
1594795321,1,0
1594795921,0,3
1594796521,2,3
1594797722,2,2
1594798921,2,3
1594800121,1,0
1594800722,0,1
1594802522,1,3
1594803122,0,2
1594803721,1,0
1594804921,0,1
1594805522,0,2
1594806121,1,0
1594807321,0,1
1594807921,0,3
1594809721,3,4
1594810921,6,10
1594811521,1,0
1594812721,3,11
1594814521,0,1
1594815721,1,2
1594818122,1,2
1594818721,0,1
1594819321,6,0
1594819921,30,1
1594821121,0,1
1594822921,0,3
1594824121,2,2
1594824721,1,1
1594825921,1,1
1594826522,2,0
1594827121,4,1
1594828921,2,0
1594829521,0,2
1594830122,0,3
1594831321,2,0
1594831921,3,0
1594833722,3,2
1594834321,1,0
1594834921,1,3
1594836121,2,6
1594837322,1,0
1594838522,0,1
1594839721,3,0
1594840321,5,0
1594840921,0,1
1594841521,1,0
1594842721,1,0
1594843321,1,1
1594843922,12,0
1594845121,0,1
1594845722,0,1
1594846321,1,0
1594847521,1,2
1594848122,0,2
1594848721,1,4
1594849921,0,3
1594851721,1,4
1594852921,12,0
1594853521,1,0
1594854121,0,1
1594855321,5,0
1594856521,1,2
1594857722,1,3
1594858321,1,1
1594858921,2,0
1594859522,0,2
1594860121,0,4
1594861321,1,2
1594862522,5,0
1594863721,0,2
1594864321,1,2
1594864921,3,3
1594866122,4,0
1594867322,1,2
1594868522,0,2
1594869721,2,0
1594870921,3,0
1594871521,1,0
1594872121,1,3
1594873321,2,3
1594874521,2,2
1594875721,0,1
1594876921,3,2
1594878121,0,1
1594878721,2,1
1594880522,0,2
1594882321,1,0
1594882921,1,0
1594883522,0,2
1594884121,59,0
1594884721,1,2
1594885921,0,2
1594886521,0,1
1594888921,5,1
1594889521,1,1
1594890122,2,1
1594890721,1,0
1594891321,1,2
1594891922,8,0
1594892521,4,6
1594893721,0,1
1594894922,3,3
1594895521,1,1
1594896122,4,5
1594896721,2,0
1594897921,1,3
1594898521,1,0
1594899121,1,2
1594899721,1,4
1594900322,0,1
1594901521,0,2
1594902121,2,0
1594903321,1,0
1594904521,2,3
1594905121,0,14
1594905721,0,13
1594906921,0,19
1594908121,0,3
1594909321,0,4
1594910521,3,0
1594911122,0,4
1594911721,1,0
1594913521,1,6
1594914121,0,3
1594915321,1,0
1594915921,0,3
1594916521,1,2
1594917121,0,13
1594917722,0,2
1594920121,3,3
1594920721,0,2
1594921922,0,3
1594922521,3,3
1594923721,2,0
1594924921,2,4
1594926121,2,0
1594926721,1,0
1594927322,3,0
1594927921,1,0
1594928522,0,2
1594929722,0,1
1594930921,1,0
1594932121,0,1
1594933322,0,11
1594933921,1,0
1594934521,3,4
1594935721,4,0
1594936921,4,4
1594937521,0,1
1594938721,5,2
1594940521,0,2
1594941721,2,5
1594942922,0,4
1594943522,1,0
1594944121,1,0
1594944722,1,2
1594946521,1,6
1594947721,0,8
1594948921,2,0
1594950722,3,6
1594951921,0,2
1594952521,1,0
1594953721,0,2
1594954921,0,3
1594955521,0,3
1594956721,1,1
1594957321,0,2
1594959121,0,4
1594960322,0,1
1594960921,0,3
1594962122,2,0
1594964521,2,1
1594965721,2,1
1594967521,1,1
1594971722,0,4
1594972321,1,0
1594973521,1,3
1594974122,1,0
1594974721,1,0
1594975322,0,2
1594975922,3,0
1594977122,0,2
1594977721,1,0
1594978921,0,2
1594979522,0,1
1594981321,1,1
1594982522,0,6
1594983121,2,2
1594984921,0,1
1594985521,0,2
1594986122,1,1
1594989721,0,3
1594990921,1,1
1594992121,0,4
1594993321,1,0
1594993921,0,4
1594995122,6,3
1594995722,0,1
1594996921,2,0
1594997522,0,2
1594998121,6,4
1594999321,7,2
1594999921,0,1
1595001121,0,1
1595002321,2,2
1595004121,2,1
1595005321,0,23
1595006521,2,39
1595007721,0,4
1595008321,1,0
1595008921,1,3
1595010721,1,0
1595011321,1,0
1595012521,0,2
1595014922,2,0
1595016121,1,4
1595017322,1,1
1595017921,0,2
1595019121,0,9
1595024521,2,5
1595025122,1,2
1595025721,1,0
1595026921,0,1
1595027521,0,3
1595028122,1,5
1595029321,1,0
1595029921,0,4
1595032321,1,3
1595033522,2,4
1595034121,4,0
1595034721,1,0
1595035321,1,4
1595036521,6,4
1595037721,2,0
1595038921,2,1
1595039522,4,0
1595040721,2,3
1595041321,3,0
1595042521,3,1
1595043722,4,1
1595044922,0,3
1595046121,2,0
1595047322,4,6
1595048521,0,2
1595049721,7,0
1595050922,6,6
1595052121,3,0
1595053321,1,2
1595054521,1,0
1595055721,2,0
1595056322,51,0
1595058122,3,1
1595059321,2,6
1595060521,3,16
1595061721,3,15
1595062321,1,0
1595062921,2,3
1595063521,6,0
1595064121,0,11
1595064721,1,15
1595065921,6,0
1595066521,4,0
1595067122,2,3
1595068321,9,3
1595068922,3,0
1595070121,2,4
1595071321,1,3
1595072522,2,14
1595073121,0,2
1595074322,0,2
1595074921,1,0
1595076121,0,6
1595076721,2,5
1595077921,1,11
1595078522,0,3
1595079122,2,4
1595080921,0,14
1595082721,2,22
1595083921,0,3
1595085121,1,1
1595086321,0,7
1595087521,1,0
1595088721,0,6
1595089321,1,3
1595089921,2,0
1595091721,6,24
1595092321,0,13
1595093521,2,14
1595095321,0,10
1595095921,1,10
1595097122,0,11
1595098921,1,5
1595100121,0,9
1595101321,0,7
1595101921,2,3
1595103721,2,6
1595104922,1,3
1595105521,0,1
1595106121,0,1
1595106722,1,0
1595107322,2,3
1595107921,1,4
1595109121,1,5
1595110921,0,8
1595111521,1,0
1595112721,0,6
1595113321,4,0
1595113921,0,3
1595114521,0,2
1595115721,2,4
1595116921,1,5
1595118121,1,0
1595118722,2,2
1595119921,3,7
1595120521,0,6
1595121722,1,3
1595122321,1,0
1595124721,1,8
1595125321,0,5
1595126521,0,4
1595127721,2,3
1595128321,1,1
1595129521,2,0
1595131321,0,1
1595132521,2,4
1595133722,0,3
1595136121,0,10
1595137921,0,6
1595139121,2,1
1595140321,1,0
1595140921,0,1
1595143322,1,1
1595144521,0,2
1595145721,1,0
1595146921,1,6
1595149322,1,4
1595150521,0,2
1595152321,1,3
1595153521,0,1
1595154721,3,2
1595155321,1,4
1595156521,1,1
1595158322,2,3
1595159521,1,4
1595161321,2,2
1595161921,1,0
1595162521,0,3
1595163721,0,1
1595166121,0,2
1595166721,0,26
1595167321,0,3
1595169121,2,4
1595170321,4,5
1595171522,1,1
1595173921,0,2
1595176321,3,1
1595176921,0,1
1595177521,0,4
1595178721,0,3
1595179921,2,2
1595181721,0,3
1595182921,0,3
1595184121,0,5
1595185321,0,5
1595185921,1,0
1595186521,0,2
1595187721,0,4
1595188922,1,3
1595191322,1,0
1595191921,0,11
1595193121,3,4
1595194321,1,4
1595196121,3,5
1595197322,1,2
1595199121,1,4
1595199722,1,0
1595200921,1,7
1595202122,1,0
1595202722,0,7
1595203921,1,3
1595205721,3,1
1595206321,0,3
1595207521,1,2
1595208721,0,3
1595209921,1,0
1595211721,2,3
1595212321,2,6
1595212921,2,0
1595213522,0,2
1595214721,0,2
1595215922,1,0
1595216522,1,0
1595217121,0,3
1595218321,1,2
1595220722,0,1
1595221921,0,1
1595222521,0,2
1595224921,1,8
1595226121,1,0
1595226722,0,4
1595227921,1,2
1595229121,0,4
1595229721,0,8
1595233322,2,1
1595236922,1,2
1595238721,0,5
1595239921,1,0
1595240521,1,2
