DateTime,AddedIPs,RemovedIPs
1594262896,60,99
1594264844,61,104
1594266742,68,107
1594268664,89,129
1594270633,64,89
1594272514,62,92
1594274646,78,111
1594276820,90,113
1594278738,62,86
1594280681,64,99
1594282654,77,103
1594284501,84,74
1594286507,65,94
1594288339,58,104
1594290257,82,83
1594292251,74,103
1594294098,138,89
1594296152,195,99
1594297957,111,116
1594299873,145,84
1594301802,84,84
1594303703,57,67
1594305621,98,83
1594307834,86,81
1594309698,233,65
1594311632,68,58
1594313866,110,83
1594315720,93,76
1594317849,84,161
1594319655,136,97
1594321533,115,86
1594323401,135,90
1594325314,137,81
1594327221,108,85
1594329161,116,94
1594331055,96,72
1594332982,86,68
1594334923,87,89
1594336815,75,100
1594338761,94,63
1594340675,109,76
1594342589,116,75
1594344497,96,75
1594346572,97,88
1594348429,128,87
1594350504,93,70
1594352435,109,67
1594354369,76,74
1594356266,88,62
1594358190,83,89
1594360125,104,77
1594362035,88,84
1594363935,89,75
1594365889,89,82
1594367809,91,76
1594369708,62,93
1594371822,78,89
1594374057,121,75
1594375951,97,77
1594377861,97,83
1594379804,118,125
1594381691,71,127
1594383617,93,169
1594385603,59,139
1594387460,62,113
1594389427,63,68
1594391295,50,83
1594393461,71,113
1594395376,58,65
1594397341,58,84
1594399240,59,87
1594401145,53,81
1594403090,160,72
1594404981,63,87
1594406921,82,122
1594408846,83,103
1594410744,345,151
1594412671,313,104
1594414646,312,100
1594416495,264,88
1594418734,309,90
1594420575,330,72
1594422529,328,62
1594424446,309,68
1594426587,326,98
1594428499,129,80
1594430445,62,79
1594432339,93,65
1594434291,72,110
1594436206,50,112
1594438151,66,86
1594440203,72,88
1594442198,53,72
1594444105,52,68
1594446019,58,98
1594447969,189,89
1594449863,276,82
1594451700,274,74
1594453720,144,87
1594455615,37,61
1594457599,53,69
1594459487,66,92
1594461909,67,87
1594463805,66,73
1594465695,56,71
1594467612,48,70
1594469587,63,69
1594471460,44,63
1594473379,52,175
1594475326,62,60
1594477214,43,53
1594479171,35,44
1594481087,49,58
1594482972,48,53
1594484913,71,58
1594487055,67,56
1594489010,1248,139
1594490905,56,54
1594492857,61,64
1594494765,48,56
1594496663,58,65
1594498574,42,70
1594500560,58,65
1594502429,49,45
1594504354,47,67
1594506289,48,91
1594508181,154,44
1594510097,632,56
1594512223,844,65
1594514209,902,130
1594516099,736,187
1594518012,881,232
1594519965,642,202
1594521861,47,184
1594523785,35,202
1594525723,52,189
1594527633,35,193
1594529535,43,224
1594531473,44,191
1594533384,30,272
1594535325,37,209
1594538472,65,347
1594540338,36,75
1594542265,38,35
1594544235,42,39
1594546101,37,45
1594548304,66,47
1594550188,52,54
1594552125,40,45
1594554017,41,42
1594555938,40,55
1594557901,40,33
1594559781,38,45
1594561706,34,53
1594563668,39,37
1594565593,26,33
1594567497,27,33
1594569388,49,36
1594571350,195,49
1594573520,120,55
1594575466,102,936
1594577302,62,45
1594579229,62,46
1594581168,97,43
1594583072,122,48
1594584979,112,34
1594586926,78,49
1594588834,66,48
1594590772,53,51
1594592699,116,52
1594594612,87,47
1594596867,117,90
1594598719,65,87
1594600580,79,80
1594602611,59,72
1594604422,55,71
1594606340,85,57
1594608322,66,54
1594610183,45,49
1594612110,65,51
1594614048,68,43
1594615953,75,50
1594617882,51,37
1594619821,62,42
1594621706,46,37
1594623878,57,50
1594625813,61,55
1594627720,59,42
1594629622,73,40
1594631567,54,43
1594633494,74,66
1594635381,52,56
1594637352,84,56
1594639218,75,57
1594641171,35,57
1594643089,52,37
1594645024,65,52
1594646898,51,42
1594649084,70,64
1594651049,49,46
1594652914,49,29
1594654871,67,42
1594656744,44,45
1594658662,60,57
1594660587,40,47
1594662498,48,65
1594664455,77,52
1594666340,74,49
1594668261,74,68
1594670220,114,130
1594672091,81,832
1594675009,225,1619
1594676909,95,1256
1594678825,67,1086
1594680770,318,1089
1594682687,498,296
1594684582,57,106
1594686522,76,86
1594688748,98,103
1594690580,76,95
1594692783,99,159
1594694659,89,91
1594696741,82,92
1594698770,86,98
1594700679,53,100
1594702605,60,95
1594704519,67,94
1594706642,91,113
1594708505,87,101
1594710531,81,87
1594712596,81,109
1594714605,76,99
1594716534,85,109
1594718424,64,75
1594720344,64,106
1594723950,291,207
1594725948,206,91
1594727774,116,80
1594729689,102,80
1594731490,83,100
1594733295,99,92
1594736196,110,111
1594738155,66,93
1594740018,64,127
1594741936,67,71
1594743886,68,74
1594745778,61,104
1594747696,82,82
1594749875,74,95
1594751807,82,95
1594753701,75,102
1594755616,109,57
1594757563,83,87
1594759544,95,109
1594761416,78,72
1594763307,86,99
1594765215,81,87
1594767209,78,279
1594769217,83,473
1594771376,84,79
1594773403,159,90
1594775299,60,80
1594777215,110,68
1594779162,73,77
1594781077,89,118
1594782998,69,85
1594784929,96,90
1594786830,77,76
1594788740,73,70
1594790695,78,70
1594792574,68,79
1594794535,88,66
1594796651,77,100
1594798584,106,89
1594800395,203,82
1594802211,56,51
1594804105,57,72
1594806021,69,94
1594807997,60,102
1594809862,77,89
1594811778,84,80
1594813737,85,72
1594815646,443,66
1594817535,926,61
1594819557,889,59
1594821378,990,59
1594823292,898,62
1594825380,1043,36
1594827203,840,68
1594829173,407,47
1594831024,65,31
1594832904,43,41
1594834860,54,39
1594836772,33,32
1594838659,36,51
1594840592,51,37
1594842536,68,53
1594844434,55,44
1594846386,42,50
1594848316,47,49
1594850215,64,33
1594852339,58,48
1594854298,53,54
1594856211,60,68
1594858165,61,49
1594860062,70,115
1594861966,54,36
1594863866,58,56
1594865786,45,37
1594867702,55,51
1594869670,51,38
1594871542,50,89
1594873464,81,40
1594875472,64,27
1594877298,48,44
1594879488,50,54
1594881376,32,75
1594883392,50,45
1594885223,45,43
1594887171,32,53
1594889060,42,40
1594890977,53,38
1594892923,40,44
1594894839,58,33
1594896741,40,50
1594898714,73,44
1594900587,32,46
1594902521,50,49
1594904678,89,69
1594906862,59,168
1594908694,68,63
1594910953,309,91
1594913027,302,70
1594915043,275,61
1594916903,151,41
1594919056,42,51
1594920971,45,65
1594922927,57,35
1594925798,85,59
1594928036,237,55
1594930094,279,37
1594932141,306,52
1594934272,255,39
1594936124,181,54
1594938013,172,54
1594939947,79,44
1594941850,51,38
1594943798,66,54
1594945697,47,58
1594947832,41,115
1594949773,52,683
1594951729,82,239
1594953673,42,922
