DateTime,AddedIPs,RemovedIPs
1594272487,60,42
1594274422,74,57
1594276402,48,39
1594278257,58,47
1594280168,59,69
1594282121,55,73
1594284011,68,56
1594285930,57,56
1594287873,51,51
1594289767,77,3414
1594291687,79,83
1594293904,1423,0
1594295772,112,82
1594297689,122,59
1594299635,120,82
1594301610,113,65
1594303694,79,65
1594305611,69,67
1594307797,61,52
1594309686,65,57
1594311612,59,66
1594313854,98,92
1594315709,58,61
1594317602,89,50
1594319548,125,52
1594321447,103,38
1594323389,114,73
1594325291,104,43
1594327209,104,64
1594329151,76,51
1594331045,49,40
1594332964,73,65
1594334912,97,79
1594336806,1212,0
1594338728,82,66
1594340651,68,54
1594342569,77,56
1594344485,61,56
1594346410,51,50
1594348378,46,48
1594350495,56,49
1594352407,95,53
1594354358,98,49
1594356248,105,62
1594358169,67,65
1594360112,63,43
1594362007,64,45
1594363925,87,35
1594365876,67,44
1594367769,66,60
1594369686,61,44
1594371633,63,68
1594373533,82,37
1594375475,88,3122
1594377376,70,77
1594379537,1431,0
1594381451,59,64
1594383395,105,52
1594385286,60,50
1594387232,81,55
1594389129,79,66
1594391048,84,61
1594393029,75,87
1594394882,63,70
1594396816,91,67
1594398754,83,53
1594400677,70,59
1594402571,56,84
1594404524,81,65
1594406410,84,64
1594408335,71,53
1594410278,76,51
1594412170,80,70
1594414084,73,55
1594416008,65,65
1594417926,47,51
1594419852,65,61
1594421767,80,79
1594423714,1263,0
1594425686,62,45
1594427556,59,38
1594429728,69,43
1594431606,50,44
1594433562,44,66
1594435449,58,58
1594437365,60,80
1594439312,43,48
1594441203,50,54
1594443127,62,60
1594445074,59,52
1594446967,53,74
1594449127,35,59
1594451048,46,54
1594452995,42,49
1594454887,47,53
1594456810,74,57
1594458759,56,55
1594460647,48,50
1594462567,57,3697
1594464514,76,57
1594466407,1674,0
1594468328,60,97
1594470279,85,66
1594472165,79,80
1594474084,68,64
1594476040,74,54
1594477928,46,52
1594479852,72,46
1594482298,83,113
1594484171,58,108
1594486109,44,100
1594488014,62,73
1594489933,68,66
1594491876,86,75
1594493764,72,83
1594495684,76,64
1594497643,69,75
1594499526,68,56
1594501445,57,51
1594503395,75,107
1594505285,60,72
1594507212,92,65
1594509160,1542,0
1594511052,60,68
1594512967,42,64
1594514919,71,61
1594516806,134,50
1594518726,80,56
1594520678,46,47
1594522567,51,46
1594524483,52,78
1594526521,40,87
1594528333,41,104
1594530495,47,78
1594532435,44,72
1594534331,37,68
1594536247,61,66
1594538440,73,78
1594540327,44,63
1594542249,51,51
1594544192,54,56
1594546085,38,75
1594548008,48,3033
1594549955,49,53
1594551853,1314,0
1594553768,97,69
1594555718,83,60
1594557607,99,63
1594559529,67,71
1594561476,25,58
1594563367,57,50
1594565535,74,73
1594567475,24,36
1594569369,42,55
1594571292,127,65
1594573253,125,68
1594575128,49,54
1594577055,20,40
1594579054,55,48
1594580972,38,45
1594582805,153,34
1594584756,137,69
1594586645,67,64
1594588569,66,71
1594590510,45,50
1594592408,92,54
1594594324,113,84
1594596278,1205,1
1594598167,83,56
1594600118,56,55
1594602007,55,59
1594603953,67,55
1594605848,80,35
1594607769,50,54
1594609714,38,44
1594611610,81,40
1594613528,53,45
1594615477,77,53
1594617365,69,62
1594619291,56,45
1594621317,60,38
1594623129,65,33
1594625076,40,40
1594626967,118,46
1594628883,60,59
1594630845,68,82
1594632724,40,51
1594634650,49,2890
1594636592,78,52
1594638502,1200,0
1594640406,73,77
1594642359,94,48
1594644246,82,61
1594646176,88,73
1594648109,77,72
1594650006,65,48
1594651923,48,54
1594653851,48,51
1594655762,106,43
1594657711,74,37
1594659605,70,39
1594661557,63,45
1594663445,87,42
1594665367,80,51
1594667312,91,52
1594669214,81,62
1594671130,81,61
1594673049,65,49
